long,lat,FLOW_POP_CNT
127.027715946699,37.3728898134122,1.0900000000000003
127.028280646001,37.3728920670574,0.71
127.028848164085,37.3724436402162,0.71
127.028845345366,37.3728943180065,0.71
127.029412860135,37.3724458884328,0.71
127.029410044794,37.3728965662596,0.71
127.029977556247,37.3724481339534,0.71
127.029974744284,37.3728988118166,0.71
127.031064863992,37.37921278231,2.5000000000000004
127.032241938038,37.3715557329551,11.910000000000002
127.032806627707,37.3715579649232,8.170000000000002
127.033371317438,37.3715601941954,3.9900000000000007
127.035070949691,37.3706655092166,11.93
127.035068168378,37.3711161875437,7.400000000000001
127.034959648852,37.3886926153087,2.91
127.035635632915,37.3706677276331,7.400000000000001
127.035524467245,37.3886948351635,10.39
127.0362003162,37.3706699433537,14.56
127.036197541643,37.3711206217527,12.870000000000001
127.036762228368,37.3711228348133,24.65
127.036651330568,37.3891499438308,12.49
127.037332450697,37.3702236882021,7.530000000000001
127.037326915154,37.371125045178,34.3
127.037257700072,37.3823919956982,4.370000000000001
127.037238312944,37.385546737968,7.030000000000002
127.037235543108,37.3859974152967,7.370000000000002
127.03723277321,37.3864480925908,50.870000000000005
127.037216152527,37.3891521556286,2.5900000000000003
127.037897130789,37.3702258957994,5.5200000000000005
127.037894366427,37.3706765743404,3.7700000000000005
127.037891602002,37.3711272528468,27.500000000000004
127.037805874316,37.3850982693827,6.500000000000002
127.037803107921,37.3855489467818,51.129999999999995
127.037800341465,37.3859996241463,7.130000000000002
127.037778207599,37.3896050418163,11.48
127.037775440589,37.3900557188693,16.56
127.037717319136,37.3995199289878,0.81
127.03771455077,37.3999706052794,0.44
127.038461810944,37.3702281007008,3.2200000000000006
127.038456288912,37.3711294578197,2.11
127.038434198327,37.3747348849113,0.32
127.038373428927,37.384649797994,5.7700000000000005
127.038370665974,37.3851004754635,6.110000000000001
127.03836790296,37.3855511528983,49.12
127.038365139884,37.3860018302985,53.38999999999999
127.038362376746,37.3864525076641,7.190000000000002
127.038340269433,37.3900579253432,12.609999999999998
127.038318158182,37.3936633408074,33.97
127.038315393999,37.3941140175847,264.65000000000003
127.038309865447,37.3950153710355,30.8
127.038307101079,37.3954660477089,8.960000000000003
127.03830433665,37.3959167243478,1.8000000000000003
127.038301572159,37.396367400952,12.520000000000001
127.038298807606,37.3968180775217,4.010000000000001
127.038296042992,37.3972687540567,3.3900000000000006
127.038293278316,37.3977194305571,0.8900000000000002
127.038290513579,37.3981701070229,0.71
127.03828774878,37.3986207834541,0.57
127.039029248706,37.3697796242594,1.54
127.03902649116,37.3702303029064,1.01
127.039020975883,37.3711316600967,7.510000000000002
127.039018218153,37.3715823386399,1.24
127.038982362074,37.3774411565533,0.7500000000000001
127.038963050655,37.3805959022383,3.3000000000000003
127.038938217266,37.3846520013418,5.530000000000001
127.038935457693,37.3851026788469,1.6300000000000001
127.038929938364,37.3860040337534,6.560000000000001
127.038885774878,37.3932148680217,35.2
127.038883014138,37.3936655448693,36.04
127.038880253336,37.3941162216823,176.02
127.038877492473,37.3945668984607,136.69
127.038874731548,37.3950175752044,127.14
127.038863687235,37.3968202818335,2.7000000000000006
127.038833310301,37.4017777222079,0.17
127.039593925605,37.3697818237335,2.21
127.039591171437,37.3702325024162,0.8400000000000001
127.039585662916,37.3711338596778,0.28
127.039530564218,37.3801474246812,2.0900000000000003
127.039516785709,37.3824008137693,3.600000000000001
127.039514029824,37.3828514914831,3.8600000000000008
127.039494736905,37.3860062345109,6.190000000000001
127.039458899222,37.3918650384923,11.600000000000003
127.039450627514,37.3932170693498,77.46
127.039445112735,37.3941184230817,33.839999999999996
127.039442355254,37.3945690998958,128.29
127.039439597711,37.3950197766752,102.20000000000002
127.039436840107,37.39547045342,9.020000000000001
127.040158602566,37.3697840205119,1.25
127.040147599036,37.3715867351774,0.18000000000000002
127.040139345745,37.3729387708133,0.41
127.040092566684,37.3806003002008,2.6300000000000003
127.040089814423,37.3810509780887,2.4300000000000006
127.040081557272,37.382403011544604,4.220000000000001
127.040078804766,37.382853689294,4.6000000000000005
127.040076052199,37.3833043670088,3.930000000000001
127.040073299571,37.3837550446891,4.280000000000001
127.04005953550799,37.3860084325711,5.920000000000001
127.040018234127,37.3927685910263,15.43
127.040015480212,37.3932192679798,109.14999999999999
127.040012726234,37.3936699448987,23.479999999999997
127.040009972196,37.394120621783,52.150000000000006
127.040007218096,37.3945712986327,124.19
127.040004463935,37.3950219754477,79.71
127.040001709713,37.3954726522282,11.270000000000001
127.039987937681,37.3977260356113,9.330000000000002
127.040662822369,37.3797011391862,1.3700000000000003
127.04065732479,37.3806024951368,1.8400000000000005
127.040654575908,37.3810531730602,2.1100000000000003
127.040651826966,37.3815038509491,2.4600000000000004
127.040649077962,37.3819545288033,2.7600000000000007
127.040646328897,37.3824052066228,3.8400000000000007
127.04064357977,37.3828558844079,4.260000000000001
127.040640830583,37.3833065621582,4.650000000000001
127.040583083505,37.3927707869227,86.8
127.04058033297,37.3932214639118,9.310000000000002
127.040574831718,37.3941228177861,17.529999999999998
127.040572081,37.3945734946714,186.59
127.04056933022,37.395024171522,71.97999999999999
127.04056657938,37.3954748483381,6.5200000000000005
127.040563828478,37.3959255251195,10.300000000000002
127.040561077515,37.3963762018663,2.9100000000000006
127.040552824258,37.3977282318991,50.71
127.04052530942,37.4022349964255,0.31
127.041290700646,37.3693377271573,0.55
127.041222082957,37.380604687376,1.6000000000000003
127.041216591892,37.3815060432593,2.1000000000000005
127.041213846267,37.381956721149,2.4100000000000006
127.041211100582,37.3824073990041,2.6900000000000004
127.041208354835,37.3828580768246,9.42
127.041200117229,37.3842101100786,26.1
127.041169907965,37.3891675626785,4.700000000000001
127.041147932943,37.3927729801211,97.13
127.04114518579,37.3932236571457,38.41
127.041142438576,37.3936743341357,28.939999999999998
127.041136943965,37.3945756880119,119.57999999999998
127.041134196567,37.3950263648981,60.28
127.041131449108,37.3954770417497,2.0500000000000003
127.041128701588,37.3959277185666,7.200000000000001
127.041125954007,37.396378395349,2.6200000000000006
127.041123206365,37.3968290720967,2.3400000000000003
127.041120458661,37.3972797488099,7.620000000000001
127.041117710897,37.3977304254884,41.73
127.041087481448,37.402687866668,0.30000000000000004
127.041855374412,37.3693399158128,0.36
127.041792325247,37.3797055208257,0.22
127.041786841185,37.3806068769184,0.41000000000000003
127.041781356879,37.3815082328726,0.9100000000000001
127.041778614634,37.3819589107978,2.4800000000000004
127.041775872329,37.3824095886884,2.3000000000000007
127.041773129962,37.3828602665444,3.3400000000000007
127.041770387534,37.3833109443658,3.0100000000000002
127.041764902495,37.3842122999048,3.650000000000001
127.041759417212,37.3851136553053,4.2700000000000005
127.041756674479,37.3855643329537,5.790000000000001
127.041753931685,37.3860150105675,4.890000000000001
127.041712782443,37.3927751706215,82.98
127.041710038671,37.3932258476816,4.420000000000001
127.041707294839,37.3936765247071,10.890000000000002
127.041704550945,37.394127201698,8.110000000000001
127.04170180699,37.3945778786543,34.660000000000004
127.041699062975,37.3950285555759,15.729999999999999
127.041696318898,37.395479232463,9.910000000000002
127.041690830561,37.3963805861333,3.980000000000001
127.0416880863,37.3968312629165,2.1500000000000004
127.041682597597,37.3977326163792,7.460000000000001
127.041655150412,37.4022393816159,0.30000000000000004
127.04242004824,37.3693421017726,0.35
127.042373507225,37.3770036382795,0.08
127.042370768969,37.3774543165861,0.24000000000000002
127.042368030653,37.3779049948582,0.33
127.042346121927,37.381510419789,1.3400000000000003
127.042340644136,37.3824117756756,1.8600000000000005
127.042337905149,37.3828624535671,3.6600000000000006
127.042329687822,37.3842144870338,21.21
127.042326948591,37.3846651647868,7.7299999999999995
127.042324209299,37.3851158425052,3.8500000000000005
127.042321469946,37.385566520189,4.15
127.042318730532,37.3860171978382,15.449999999999998
127.042280372332,37.3923266812937,117.8
127.042277632004,37.3927773584239,118.80999999999999
127.042266670078,37.3945800665984,34.35
127.042263929444,37.3950307435555,6.270000000000001
127.042261188748,37.395481420478,10.560000000000002
127.042247484358,37.3977348045714,13.89
127.042242002174,37.3986361579666,1.2100000000000002
127.042239260991,37.3990868346122,0.8600000000000001
127.042236519747,37.3995375112233,0.85
127.042233778442,37.3999881877997,0.8
