long,lat,FLOW_POP_CNT
127.02828064600074,37.37289206705741,5.066000000000001
127.02884534536577,37.372894318006544,5.066000000000001
127.02941286013504,37.37244588843281,0.524
127.02997755624743,37.372448133953405,5.93
127.02997474428403,37.3728988118166,5.93
127.02997193225801,37.373349489645165,1.916
127.03054225242245,37.372450376777984,5.93
127.0305394438371,37.37290105467751,0.524
127.03053382647877,37.37380241037274,0.52
127.03110975380487,37.37200193893611,4.332
127.03167444672685,37.37200417633237,4.114
127.03224193803783,37.37155573295513,21.502000000000002
127.03223913971124,37.372006411032636,6.346
127.0328066277066,37.37155796492324,7.140000000000001
127.03337131743761,37.371560194195425,13.036000000000001
127.03393600723075,37.371562420771646,10.678
127.03393321903789,37.37201309895753,0.9620000000000001
127.03392206564581,37.373815811355,0.042
127.03450348183887,37.3711139663954,10.52
127.03450069708596,37.37156464465192,10.088
127.03507094969142,37.37066550921662,20.824
127.03506816837826,37.37111618754373,22.958000000000002
127.03495964885217,37.388692615308706,21.892000000000003
127.03563563291495,37.370667727633105,18.196
127.03563285497955,37.371118405996164,11.46
127.0356300769823,37.37156908432462,6.114
127.03552724759359,37.38824415815006,20.37
127.03620031620031,37.37066994335372,42.556
127.0361975416427,37.37112062175268,5.3020000000000005
127.0361947670233,37.37157130011706,8.124
127.03676499954744,37.37067215637849,62.227999999999994
127.03676222836759,37.37112283481331,66.888
127.03669847420022,37.381488429263825,7.986
127.03733245069674,37.37022368820211,20.872000000000003
127.03732968295627,37.37067436670737,19.146
127.0373269151542,37.371125045178026,74.346
127.0373241472905,37.371575723614065,22.064
127.03789713078949,37.37022589579936,9.565999999999999
127.03789160200243,37.37112725284681,67.168
127.0378031079212,37.38554894678181,37.098
127.03780034146516,37.38599962414629,39.666000000000004
127.03846181094377,37.3702281007008,12.809999999999999
127.03845628891222,37.37112945781971,37.05
127.03845352780422,37.37158013632727,4.087999999999999
127.03836790295954,37.38555115289829,25.169999999999998
127.03836513988375,37.38600183029852,107.25999999999999
127.03831815818188,37.39366334080745,157.11
127.03831539399856,37.394114017584734,646.6600000000001
127.03830986544726,37.39501537103548,21.316000000000003
127.03830433664977,37.39591672434778,0.426
127.03829604299193,37.39726875405667,3.6879999999999997
127.03829327831622,37.397719430557075,21.562
127.03829051357894,37.39817010702287,55.798
127.0390292487055,37.36977962425936,40.976
127.03902649115952,37.37023030290641,11.690000000000001
127.03902097588345,37.371131660096694,26.396000000000004
127.03888577487821,37.3932148680217,176.814
127.03888301413797,37.3936655448693,407.86199999999997
127.03888025333626,37.3941162216823,1180.71
127.03887749247306,37.39456689846069,1282.1460000000002
127.0388747315484,37.39501757520445,490.454
127.03885540335455,37.398172311441826,45.288000000000004
127.039593925605,37.369781823733504,143.43200000000002
